,state,city,views,zip_code,lat,long
0,az,phoenix,360,85001,33.4486,-112.0733
1,nv,las vegas,334,89101,36.1736,-115.1264
2,wa,seattle,322,98101,47.6110,-122.3335
3,or,portland,279,97201,45.5074,-122.6898
4,ca,san diego,269,92101,32.7199,-117.1805
5,ca,san diego,1,92101,32.7199,-117.1805
6,ca,los angeles,249,90001,33.9736,-118.2479
7,ca,los angeles,1,90001,33.9736,-118.2479
8,il,chicago,240,60290,41.85,-87.65
9,az,tucson,235,85701,32.2179,-110.9686
10,fl,orlando,230,32801,28.5446,-81.3745
11,nm,albuquerque,217,87101,35.0846,-106.6516
12,sc,myrtle beach,211,29572,33.7654,-78.7957
13,sc,myrtle beach,1,29572,33.7654,-78.7957
14,fl,miami,190,33101,25.7738,-80.1936
15,tx,houston,176,77001,29.7634,-95.3634
16,ca,sacramento,175,94203,38.5819,-121.4935
17,ca,sacramento,1,94203,38.5819,-121.4935
18,tx,austin,174,73301,30.2197,-97.7473
19,co,denver,167,80201,39.7393,-104.9844
20,ca,san jose,160,95101,37.3435,-121.8887
21,ca,san jose,1,95101,37.3435,-121.8887
22,id,boise,155,83701,43.6139,-116.2025
23,oh,columbus,146,43085,40.1005,-83.0139
24,co,colorado springs,141,80901,38.8336,-104.8206
25,co,colorado springs,1,80901,38.8336,-104.8206
26,fl,jacksonville,139,32099,30.3383,-81.7706
27,tx,san antonio,135,78201,29.4728,-98.5356
28,tx,san antonio,2,78201,29.4728,-98.5356
29,az,mesa,130,85201,33.4432,-111.8553
30,nc,charlotte,126,28201,35.2287,-80.8458
31,wa,vancouver,125,98660,45.6988,-122.7198
32,fl,tampa,123,33601,27.9475,-82.4588
33,ca,san francisco,122,94101,37.77,-122.41
34,in,indianapolis,122,46201,39.7757,-86.1096
35,pa,philadelphia,122,19019,39.9525,-75.1644
36,ky,louisville,118,40201,38.2545,-85.7595
37,ky,louisville,1,40201,38.2545,-85.7595
38,ut,salt lake city,114,84101,40.7566,-111.9012
39,ut,salt lake city,1,84101,40.7566,-111.9012
40,wa,spokane,109,99201,47.6648,-117.4375
41,tx,dallas,105,75201,32.7877,-96.7999
42,pa,pittsburgh,103,15201,40.4739,-79.9559
43,ak,anchorage,101,99501,61.2225,-149.8677
44,ne,omaha,101,68101,41.2596,-95.9374
45,sc,north myrtle beach,99,29582,33.8348,-78.6621
46,tn,nashville,99,37201,36.1660,-86.7732
47,ok,tulsa,98,74101,36.1537,-95.9926
48,va,virginia beach,97,23450,36.8598,-75.9812
49,ca,fresno,96,93650,36.8424,-119.8031
50,wa,tacoma,96,98401,47.2534,-122.4432
51,oh,cincinnati,94,45201,39.1616,-84.4569
52,ca,long beach,91,90801,33.7668,-118.1886
53,nv,reno,89,89501,39.5285,-119.8043
54,or,eugene,89,97401,44.0672,-123.0827
55,or,salem,88,97301,44.9586,-123.0026
56,wa,everett,87,98201,47.9908,-122.1990
57,tn,knoxville,82,37901,35.9646,-83.9197
58,nc,raleigh,81,27601,35.7752,-78.6343
59,az,chandler,80,85224,33.3241,-111.8769
60,ga,atlanta,80,30301,33.7486,-84.3884
61,wa,bellingham,78,98225,48.7477,-122.5222
62,az,scottsdale,76,85250,33.5240,-111.9036
63,wa,yakima,76,98901,46.6748,-120.3368
64,md,baltimore,75,21201,39.2954,-76.6239
65,mi,grand rapids,75,49501,42.9634,-85.6681
66,fl,sarasota,73,34230,27.3364,-82.5308
67,ks,wichita,73,67201,37.6923,-97.3374
68,fl,cape coral,71,33904,26.5742,-81.9439
69,hi,honolulu,71,96801,21.3069,-157.8584
70,nm,santa fe,71,87501,35.7091,-105.8594
71,ny,rochester,71,14602,43.1544,-77.6156
72,ok,oklahoma city,71,73101,35.4678,-97.5164
73,ok,oklahoma city,3,73101,35.4678,-97.5164
74,ny,buffalo,70,14201,42.8945,-78.8869
75,mn,minneapolis,69,55401,44.9848,-93.2697
76,ca,modesto,67,95350,37.6677,-121.0148
77,ca,riverside,67,92501,33.9943,-117.3778
78,ca,santa rosa,67,95401,38.4534,-122.7814
79,ca,santa rosa,1,95401,38.4534,-122.7814
80,az,tempe,66,85280,33.4148,-111.9088
81,az,tempe,1,85280,33.4148,-111.9088
82,va,richmond,66,23218,37.5539,-77.4608
83,in,fort wayne,65,46801,41.1306,-85.1289
84,tn,memphis,65,37501,35.1496,-90.0487
85,wa,bremerton,65,98310,47.5943,-122.6265
86,wi,milwaukee,65,53201,43.0386,-87.9067
87,az,glendale,64,85301,33.5382,-112.1859
88,ca,huntington beach,64,92605,33.7036,-117.9942
89,fl,naples,64,34101,26.1418,-81.7950
90,ca,bakersfield,63,93301,35.3879,-119.0236
91,wi,madison,62,53701,43.0733,-89.4012
92,az,gilbert,61,85233,33.3463,-111.8154
93,ia,des moines,61,50301,41.6006,-93.6087
94,ia,des moines,1,50301,41.6006,-93.6087
95,nv,henderson,61,89002,35.9985,-114.9589
96,ca,anaheim,60,92801,33.8478,-117.9573
97,co,fort collins,60,80521,40.5984,-105.1264
98,tx,el paso,59,79901,31.7630,-106.4856
99,wa,auburn,59,98001,47.3075,-122.2659
100,co,boulder,58,80301,40.0480,-105.2068
101,mo,springfield,58,65801,37.2155,-93.2981
102,az,lake havasu city,57,86403,34.4754,-114.3402
103,mo,kansas city,57,64101,39.1041,-94.5997
104,mo,kansas city,1,64101,39.1041,-94.5997
105,nc,greensboro,57,27395,36.07,-79.79
106,ca,escondido,55,92025,33.0902,-117.0072
107,nm,las cruces,55,88001,32.2858,-106.7449
108,ca,santa barbara,54,93101,34.4191,-119.7034
109,ca,corona,53,92877,33.8754,-117.5659
110,ca,irvine,53,92602,33.7484,-117.7455
111,co,longmont,53,80501,40.1689,-105.0932
112,mo,columbia,53,65201,38.8822,-92.2523
113,ne,lincoln,53,68501,40.8000,-96.6664
114,ak,fairbanks,52,99701,64.5608,-147.6728
115,co,aurora,52,80010,39.7398,-104.8562
116,ma,boston,52,02108,42.3573,-71.0645
117,mi,detroit,52,48201,42.3462,-83.0606
118,nc,wilmington,52,28401,34.2659,-77.9697
119,ia,cedar rapids,51,52401,41.9747,-91.6554
120,ky,lexington,51,40502,38.0160,-84.4879
121,mt,missoula,51,59801,46.8578,-114.0150
122,or,beaverton,51,97005,45.4965,-122.7999
123,oh,toledo,50,43601,41.6525,-83.5486
124,az,sedona,49,86336,34.6551,-111.4146
125,az,surprise,49,85374,33.6513,-112.3764
126,ca,el cajon,49,92019,32.7797,-116.8775
127,ca,el cajon,1,92019,32.7797,-116.8775
128,ca,oakland,49,94601,37.7770,-122.2159
129,nc,fayetteville,49,28301,35.0663,-78.8893
130,ny,syracuse,49,13201,43.0499,-76.1506
131,ca,burbank,48,91501,34.1995,-118.3044
132,ca,temecula,48,92589,33.4939,-117.1475
133,ca,temecula,1,92589,33.4939,-117.1475
134,fl,west palm beach,48,33401,26.7197,-80.0695
135,fl,west palm beach,2,33401,26.7197,-80.0695
136,id,nampa,48,83651,43.5980,-116.6102
137,oh,cleveland,48,44101,41.4995,-81.6959
138,wa,bellevue,48,98004,47.6177,-122.2108
139,wa,olympia,48,98501,46.9780,-122.8735
140,al,birmingham,47,35201,33.5208,-86.8027
141,az,maricopa,47,85138,33.0753,-112.0330
142,ca,ventura,47,93001,34.3349,-119.3507
143,mt,billings,47,59101,45.6603,-108.3843
144,sc,columbia,47,29201,33.9866,-81.0248
145,co,littleton,46,80120,39.5979,-105.0147
146,fl,boca raton,46,33427,26.3583,-80.0834
147,fl,clearwater,46,33755,27.9790,-82.7830
148,az,peoria,45,85345,33.5735,-112.2596
149,ca,redding,45,96001,40.6247,-122.4659
150,or,bend,45,97701,44.0868,-121.2574
151,ga,cumming,44,30028,34.2868,-84.1728
152,il,oak lawn,44,60453,41.7089,-87.7595
153,ny,staten island,44,10301,40.6247,-74.0945
154,sd,sioux falls,44,57101,43.5503,-96.7002
155,ga,marietta,43,30006,33.9527,-84.5502
156,nc,durham,43,27701,35.9959,-78.9021
157,tx,corpus christi,43,78401,27.7956,-97.3994
158,tx,fort worth,43,76101,32.7254,-97.3208
159,fl,fort lauderdale,42,33301,26.1211,-80.1272
160,la,new orleans,42,70112,29.9582,-90.0767
161,oh,dayton,42,45400,39.76,-84.19
162,sc,charleston,42,29401,32.7776,-79.9419
163,az,yuma,41,85364,32.7074,-114.6801
164,co,grand junction,41,81501,39.0702,-108.5530
165,co,grand junction,2,81501,39.0702,-108.5530
166,fl,bradenton,41,34201,27.4067,-82.4660
167,fl,delray beach,41,33444,26.4571,-80.0796
168,fl,lake worth,41,33449,26.5975,-80.2384
169,pa,allentown,41,18101,40.6081,-75.4689
170,ca,oxnard,40,93030,34.2091,-119.1831
171,co,pueblo,40,81001,38.2929,-104.5252
172,mt,bozeman,40,59715,45.6629,-110.9243
173,tn,murfreesboro,40,37127,35.7752,-86.3311
174,al,huntsville,39,35801,34.7114,-86.5493
175,az,buckeye,39,85326,33.2412,-112.7681
176,ca,carlsbad,39,92008,33.1508,-117.3133
177,ca,san bernardino,39,92401,34.1040,-117.2925
178,fl,melbourne,39,32901,28.0747,-80.6326
179,fl,ocala,39,34470,29.1994,-82.0627
180,il,rockford,39,61101,42.3283,-89.1475
181,il,rockford,1,61101,42.3283,-89.1475
182,tn,clarksville,39,37040,36.5165,-87.3220
183,tx,katy,39,77449,29.8325,-95.7324
184,wa,kennewick,39,99336,46.2193,-119.1781
185,wa,puyallup,39,98371,47.2068,-122.3311
186,wi,green bay,39,54301,44.4834,-88.0227
187,ca,antioch,38,94509,37.9898,-121.8073
188,ca,roseville,38,95661,38.7439,-121.2587
189,fl,gainesville,38,32601,29.6396,-82.3215
190,fl,pensacola,38,32501,30.4242,-87.2211
191,or,springfield,38,97475,44.0778,-123.0436
192,tn,chattanooga,38,37401,35.0459,-85.3097
193,tx,arlington,38,76001,32.6291,-97.1547
194,ct,milford,37,06460,41.2110,-73.0519
195,ks,topeka,37,66601,39.0486,-95.6778
196,ma,worcester,37,01601,42.2627,-71.8028
197,pa,erie,37,16501,42.1237,-80.0872
198,va,fredericksburg,37,22401,38.2983,-77.4914
199,wa,wenatchee,37,98801,47.4520,-120.3308
200,ca,palm springs,36,92262,33.8668,-116.5833
201,ca,palm springs,1,92262,33.8668,-116.5833
202,fl,lakeland,36,33801,28.0427,-81.9066
203,fl,tallahassee,36,32301,30.4261,-84.2517
204,in,evansville,36,47701,37.9744,-87.5555
205,la,baton rouge,36,70801,30.4492,-91.1876
206,nc,asheville,36,28801,35.5901,-82.5582
207,or,medford,36,97501,42.2569,-122.8968
208,pa,reading,36,19601,40.3583,-75.9411
209,wa,renton,36,98055,47.4511,-122.1963
210,ca,santa ana,35,92701,33.7468,-117.8554
211,ca,santa cruz,35,95060,37.0690,-122.1569
212,ca,visalia,35,93277,36.2947,-119.3813
213,co,arvada,35,80001,39.8028,-105.0869
214,fl,coral springs,35,33075,26.2585,-80.1633
215,fl,coral springs,1,33075,26.2585,-80.1633
216,fl,vero beach,35,32960,27.6414,-80.4022
217,ga,lawrenceville,35,30042,33.9563,-83.9881
218,or,hillsboro,35,97123,45.4444,-122.9889
219,va,alexandria,35,22301,38.8184,-77.0604
220,ca,palmdale,34,93550,34.4836,-118.0604
221,ca,simi valley,34,93062,34.2707,-118.7905
222,ca,simi valley,1,93062,34.2707,-118.7905
223,ca,stockton,34,95201,37.9578,-121.2897
224,co,loveland,34,80537,40.3662,-105.1707
225,fl,fort myers,34,33900,26.62,-81.84
226,fl,spring hill,34,34606,28.4773,-82.6010
227,fl,spring hill,1,34606,28.4773,-82.6010
228,in,south bend,34,46601,41.6725,-86.2533
229,mi,lansing,34,48901,42.7327,-84.5558
230,oh,akron,34,44301,41.0442,-81.5254
231,or,albany,34,97321,44.6334,-123.1396
232,ri,providence,34,02901,41.8238,-71.4133
233,az,san tan valley,33,85140,33.2455,-111.5302
234,az,san tan valley,1,85140,33.2455,-111.5302
235,ca,elk grove,33,95624,38.4430,-121.2993
236,ca,torrance,33,90501,33.8302,-118.3135
237,co,greeley,33,80631,40.4361,-104.6813
238,fl,boynton beach,33,33424,26.5253,-80.0668
239,ga,savannah,33,31401,32.0758,-81.0756
240,il,tinley park,33,60477,41.5673,-87.7754
241,mi,warren,33,48088,42.5154,-82.9844
242,mn,duluth,33,55801,47.1171,-91.8567
243,nh,nashua,33,03060,42.7345,-71.4624
244,pa,york,33,17401,39.9611,-76.7340
245,sc,pawleys island,33,29585,33.4627,-79.1148
246,tx,plano,33,75023,33.0547,-96.7312
247,ak,wasilla,32,99623,61.5529,-149.8627
248,ca,oceanside,32,92049,33.1959,-117.3789
249,ca,oceanside,1,92049,33.1959,-117.3789
250,ca,rancho cucamonga,32,91701,34.1464,-117.5911
251,id,meridian,32,83642,43.5695,-116.4040
252,md,ocean city,32,21842,38.3872,-75.1024
253,or,grants pass,32,97526,42.6012,-123.5908
254,va,chesapeake,32,23320,36.7641,-76.1994
255,wa,lynnwood,32,98036,47.8048,-122.2862
256,az,goodyear,31,85338,33.3701,-112.4059
257,az,queen creek,31,85142,33.1915,-111.6213
258,az,queen creek,1,85142,33.1915,-111.6213
259,ca,fairfield,31,94533,38.2802,-122.0202
260,fl,port charlotte,31,33948,26.9716,-82.1548
261,pa,lancaster,31,17573,40.0261,-76.1687
262,tx,round rock,31,78664,30.5006,-97.6302
263,va,roanoke,31,24001,37.2709,-79.9418
264,wa,edmonds,31,98020,47.8061,-122.3755
265,wa,kent,31,98030,47.3624,-122.1983
266,wa,kirkland,31,98033,47.6732,-122.1976
267,ca,orange,30,92856,33.7878,-117.8523
268,fl,deltona,30,32725,28.8829,-81.2524
269,fl,panama city beach,30,32407,30.2124,-85.7945
270,md,hagerstown,30,21740,39.6290,-77.7155
271,nc,cary,30,27511,35.7596,-78.7795
272,nc,cary,1,27511,35.7596,-78.7795
273,ny,albany,30,12201,42.7452,-73.8103
274,pa,harrisburg,30,17101,40.2608,-76.8871
275,wa,marysville,30,98270,48.0562,-122.1615
276,ca,clovis,29,93611,36.8261,-119.6789
277,ca,garden grove,29,92840,33.7886,-117.9277
278,ct,waterbury,29,06701,41.5584,-73.0516
279,fl,clermont,29,34711,28.5196,-81.7483
280,fl,wellington,29,33414,26.6383,-80.2372
281,ga,augusta,29,30901,33.4258,-81.9582
282,ks,overland park,29,66204,38.9928,-94.6774
283,mt,kalispell,29,59901,48.0524,-113.8637
284,nc,winston-salem,29,27151,36.11,-80.24
285,sd,rapid city,29,57701,44.1188,-103.1879
286,tx,lubbock,29,79401,33.5907,-101.8535
287,tx,spring,29,77373,30.0719,-95.3731
288,ut,ogden,29,84201,41.2234,-111.9731
289,ar,fayetteville,28,72701,35.9445,-94.0914
290,ca,chico,28,95926,39.7432,-121.8397
291,ca,lancaster,28,93534,34.7333,-118.1492
292,ca,whittier,28,90601,34.0033,-118.0261
293,de,wilmington,28,19801,39.7205,-75.5175
294,fl,jupiter,28,33458,26.9369,-80.1354
295,il,springfield,28,62701,39.8000,-89.6503
296,ma,springfield,28,01101,42.1057,-72.5981
297,md,frederick,28,21701,39.4642,-77.3384
298,mi,canton,28,48187,42.3291,-83.4879
299,mi,flint,28,48501,43.0125,-83.6878
300,mt,butte,28,59701,45.9874,-112.5052
301,or,lincoln city,28,97367,44.9320,-123.8831
302,pa,easton,28,18040,40.7437,-75.2238
303,sc,summerville,28,29483,33.0964,-80.1953
304,tn,johnson city,28,37601,36.3200,-82.3309
305,tn,johnson city,1,37601,36.3200,-82.3309
306,tn,johnson city,1,37601,36.3200,-82.3309
307,ca,fremont,27,94536,37.5670,-121.9827
308,ca,hemet,27,92543,33.7085,-116.9812
309,ca,napa,27,94558,38.5297,-122.2795
310,ca,newport beach,27,92658,33.6187,-117.9283
311,ca,pomona,27,91766,34.0390,-117.7608
312,co,westminster,27,80030,39.8288,-105.0342
313,de,newark,27,19702,39.6148,-75.7091
314,fl,new port richey,27,34652,28.2396,-82.7399
315,fl,sanford,27,32771,28.8323,-81.2995
316,in,lafayette,27,47901,40.4176,-86.8878
317,mi,clinton township,27,48035,42.5547,-82.9166
318,nc,oak island,27,28465,33.9076,-78.1242
319,nm,rio rancho,27,87124,35.2842,-106.7461
320,pa,west chester,27,19380,39.9892,-75.6119
321,ri,warwick,27,02886,41.7053,-71.4610
322,va,stafford,27,22554,38.4328,-77.3952
323,wi,kenosha,27,53140,42.6243,-87.8286
324,az,prescott,26,86301,34.6193,-112.4194
325,az,prescott valley,26,86312,34.6100,-112.3153
326,ca,chula vista,26,91909,32.6403,-117.0834
327,ca,hayward,26,94540,37.6687,-122.0799
328,ca,palm desert,26,92211,33.7664,-116.3279
329,ct,bridgeport,26,06601,41.1667,-73.2054
330,fl,englewood,26,34223,26.9787,-82.3664
331,ga,columbus,26,31901,32.4649,-84.9779
332,ia,waterloo,26,50701,42.4293,-92.3134
333,id,twin falls,26,83301,42.3140,-114.6595
334,il,plainfield,26,60544,41.6161,-88.2198
335,md,annapolis,26,21401,38.9934,-76.5470
336,mi,ann arbor,26,48103,42.2694,-83.8518
337,mi,ypsilanti,26,48197,42.2017,-83.6219
338,mn,saint paul,26,55101,44.9508,-93.0836
339,nc,gastonia,26,28052,35.2298,-81.2429
340,nc,high point,26,27260,35.9566,-79.9928
341,ny,binghamton,26,13901,42.1648,-75.8786
342,oh,springfield,26,45501,39.9242,-83.8087
343,tn,franklin,26,37064,35.8832,-86.9611
344,tx,denton,26,76201,33.2192,-97.1499
345,va,norfolk,26,23501,36.8511,-76.2784
346,wa,issaquah,26,98027,47.4964,-121.9909
347,wa,kelso,26,98626,46.1421,-122.7748
348,az,kingman,25,86401,35.3952,-113.9916
349,ca,fullerton,25,92831,33.8768,-117.8931
350,ca,glendale,25,91201,34.1715,-118.2916
351,ca,moreno valley,25,92551,33.8809,-117.2247
352,ca,redondo beach,25,90277,33.8308,-118.3875
353,ca,redondo beach,1,90277,33.8308,-118.3875
354,ca,san rafael,25,94901,37.9719,-122.5044
355,fl,daytona beach,25,32114,29.1930,-81.0533
356,fl,hollywood,25,33019,26.0196,-80.1236
357,ks,olathe,25,66051,38.8815,-94.8187
358,la,lafayette,25,70500,30.22,-92.01
359,mi,sterling heights,25,48310,42.5645,-83.0689
360,mt,great falls,25,59401,47.5162,-111.2777
361,nh,manchester,25,03101,42.9884,-71.4655
362,nj,toms river,25,08753,39.9858,-74.1595
363,ok,broken arrow,25,74011,35.9677,-95.8150
364,or,gresham,25,97030,45.5082,-122.4303
365,sc,greenville,25,29601,34.8480,-82.4010
366,tx,abilene,25,79601,32.6133,-99.6932
367,tx,garland,25,75040,32.9331,-96.6213
368,ut,orem,25,84057,40.3128,-111.7262
369,va,woodbridge,25,22191,38.6233,-77.2636
370,wa,gig harbor,25,98329,47.3744,-122.7162
371,wa,walla walla,25,99362,46.1498,-118.3095
372,wi,appleton,25,54911,44.2758,-88.3745
373,al,mobile,24,36601,30.6945,-88.0431
374,al,mobile,1,36601,30.6945,-88.0431
375,ca,indio,24,92201,33.7034,-116.2292
376,ca,mission viejo,24,92690,33.6002,-117.6711
377,ca,monterey,24,93940,36.5836,-121.8369
378,ca,pasadena,24,91101,34.1468,-118.1382
379,ca,ridgecrest,24,93555,35.6843,-117.4154
380,ca,san clemente,24,92672,33.3929,-117.5296
381,ca,vacaville,24,95687,38.3505,-121.9196
382,ca,vacaville,1,95687,38.3505,-121.9196
383,fl,palm coast,24,32135,29.4748,-81.1274
384,ga,athens,24,30601,34.0017,-83.3508
385,il,bloomington,24,61701,40.4734,-88.9918
386,ks,lawrence,24,66044,39.0394,-95.2031
387,nc,hickory,24,28601,35.7804,-81.3365
388,oh,canton,24,44701,40.7987,-81.3788
389,oh,fairborn,24,45324,39.8221,-84.0099
390,ok,edmond,24,73003,35.6675,-97.4960
391,sc,rock hill,24,29730,34.8857,-81.0209
392,tx,mckinney,24,75069,33.1809,-96.5943
393,tx,mckinney,1,75069,33.1809,-96.5943
394,wa,redmond,24,98052,47.6805,-122.1209
395,al,madison,23,35756,34.6564,-86.8144
396,ar,conway,23,72032,35.0640,-92.3706
397,ar,little rock,23,72201,34.7467,-92.2801
398,az,apache junction,23,85117,33.4223,-111.5477
399,ca,berkeley,23,94701,37.8718,-122.2718
400,ca,davis,23,95616,38.5630,-121.8160
401,ca,fontana,23,92331,34.0600,-117.4400
402,ca,lake elsinore,23,92530,33.6233,-117.3968
403,ca,murrieta,23,92562,33.5428,-117.2690
404,ca,salinas,23,93901,36.6603,-121.6498
405,ca,sonoma,23,95476,38.2455,-122.4621
406,co,thornton,23,80241,39.9284,-104.9558
407,ct,meriden,23,06450,41.5372,-72.7794
408,fl,kissimmee,23,34741,28.3069,-81.4229
409,fl,venice,23,34284,27.0994,-82.4545
410,ia,dubuque,23,52001,42.5590,-90.6961
411,il,joliet,23,60431,41.5345,-88.2228
412,il,naperville,23,60540,41.7689,-88.1351
413,in,kokomo,23,46901,40.5249,-86.1758
414,ks,kansas city,23,66101,39.1175,-94.6238
415,ky,bowling green,23,42101,37.0182,-86.4630
416,la,lake charles,23,70601,30.2400,-93.2270
417,md,silver spring,23,20901,39.0249,-77.0083
418,md,silver spring,1,20901,39.0249,-77.0083
419,mi,kalamazoo,23,49001,42.2705,-85.5602
420,sc,lexington,23,29071,33.9816,-81.2365
421,sc,simpsonville,23,29680,34.6945,-82.2960
422,tx,amarillo,23,79101,35.2053,-101.8400
423,ut,sandy,23,84070,40.5769,-111.8952
424,va,arlington,23,22201,38.8866,-77.0947
425,va,portsmouth,23,23701,36.8123,-76.3695
426,wa,snohomish,23,98290,47.9427,-122.0138
427,ca,hollister,22,95023,36.8956,-121.1837
428,ca,petaluma,22,94952,38.2117,-122.7897
429,ca,petaluma,1,94952,38.2117,-122.7897
430,ca,santa monica,22,90401,34.0153,-118.4936
431,ca,sherman oaks,22,91403,34.1456,-118.4662
432,ca,thousand oaks,22,91358,34.1707,-118.8364
433,ct,manchester,22,06040,41.7622,-72.5227
434,fl,brandon,22,33508,27.9378,-82.2861
435,fl,captiva,22,33924,26.5238,-82.1909
436,ky,richmond,22,40475,37.7702,-84.3073
437,la,shreveport,22,71101,32.5072,-93.7444
438,ma,lowell,22,01850,42.6556,-71.3035
439,me,portland,22,04101,43.6608,-70.2613
440,mi,muskegon,22,49440,43.2374,-86.2533
441,mn,rochester,22,55901,44.0751,-92.5124
442,mo,independence,22,64050,39.1233,-94.4117
443,ms,gulfport,22,39501,30.3910,-89.0729
444,va,hampton,22,23630,36.9786,-76.4284
445,va,manassas,22,20108,38.7657,-77.4852
446,wa,federal way,22,98003,47.3078,-122.3112
447,wa,federal way,1,98003,47.3078,-122.3112
448,wa,lacey,22,98503,47.0265,-122.7969
449,wa,monroe,22,98272,47.8740,-121.8900
450,wv,charleston,22,25301,38.3495,-81.6318
451,ca,north hollywood,21,91601,34.1685,-118.3698
452,ca,norwalk,21,90650,33.9073,-118.0758
453,ca,turlock,21,95380,37.4779,-120.8607
454,ca,vista,21,92081,33.1631,-117.2475
455,co,broomfield,21,80020,39.9209,-105.0770
456,fl,largo,21,33770,27.9163,-82.8029
457,fl,pompano beach,21,33060,26.2336,-80.1190
458,fl,pompano beach,1,33060,26.2336,-80.1190
459,ga,roswell,21,30075,34.0561,-84.3795
460,in,muncie,21,47302,40.1279,-85.3684
461,in,noblesville,21,46060,40.0712,-85.9486
462,in,terre haute,21,47801,39.4668,-87.4112
463,ky,florence,21,41022,38.9989,-84.6267
464,me,bangor,21,04401,44.8636,-68.8157
465,mi,holland,21,49422,42.7878,-86.1086
466,mi,monroe,21,48161,41.9126,-83.4730
467,mn,lakeville,21,55044,44.6323,-93.3014
468,nm,roswell,21,88201,33.4652,-104.4145
469,ok,norman,21,73019,35.2227,-97.4395
470,or,corvallis,21,97330,44.6420,-123.2759
471,or,oregon city,21,97045,45.3236,-122.5232
472,or,roseburg,21,97470,43.2352,-123.4159
473,pa,johnstown,21,15901,40.3281,-78.9105
474,pa,state college,21,16801,40.7868,-77.8444
475,ri,cranston,21,02910,41.7761,-71.4343
476,tx,galveston,21,77550,29.3068,-94.7719
477,va,charlottesville,21,22901,38.0964,-78.5569
478,va,newport news,21,23601,37.0468,-76.4853
479,wa,port angeles,21,98362,47.9961,-123.3828
480,wa,richland,21,99352,46.2497,-119.3025
481,wi,racine,21,53401,42.7263,-87.7829
482,wv,huntington,21,25701,38.3689,-82.4128
483,az,casa grande,20,85122,32.8729,-111.7449
484,ca,covina,20,91722,34.0966,-117.9073
485,ca,menifee,20,92584,33.6575,-117.1891
486,ca,porterville,20,93257,35.9944,-118.8775
487,ca,redlands,20,92373,33.9991,-117.1490
488,ca,rohnert park,20,94926,38.3267,-122.7061
489,ca,rohnert park,1,94926,38.3267,-122.7061
490,ca,san pedro,20,90731,33.7433,-118.2754
491,ca,san pedro,1,90731,33.7433,-118.2754
492,ca,santa maria,20,93454,34.9287,-120.2276
493,ct,middletown,20,06457,41.5495,-72.6518
494,ct,norwalk,20,06850,41.1269,-73.4410
495,fl,plantation,20,33388,26.1207,-80.2541
496,ga,alpharetta,20,30004,34.1286,-84.2949
497,id,idaho falls,20,83401,43.5289,-111.8664
498,id,idaho falls,2,83401,43.5289,-111.8664
499,in,greenwood,20,46142,39.6100,-86.1785
500,ma,new bedford,20,02740,41.6322,-70.9406
501,ma,plymouth,20,02360,41.8734,-70.6397
502,md,pasadena,20,21122,39.1253,-76.5121
503,nj,brick,20,08723,40.0458,-74.1092
504,nj,newark,20,07101,40.7357,-74.1725
505,ny,kingston,20,12401,41.9334,-74.0628
506,ny,new york,20,10001,40.7508,-73.9961
507,ri,woonsocket,20,02895,41.9979,-71.4989
508,sc,conway,20,29526,33.8702,-78.9848
509,sc,murrells inlet,20,29576,33.5630,-79.0543
510,tx,wichita falls,20,76301,33.9014,-98.4822
511,wa,arlington,20,98223,48.1806,-121.9513
512,wa,bothell,20,98011,47.7503,-122.2047
513,wa,spanaway,20,98387,47.0596,-122.3897
514,wv,morgantown,20,26501,39.6346,-80.0744
515,az,gila bend,19,85337,32.9314,-112.7344
516,ca,costa mesa,19,92626,33.6791,-117.9055
517,ca,eureka,19,95501,40.7995,-124.1527
518,ca,grass valley,19,95945,39.2202,-120.9008
519,ca,la mesa,19,91941,32.7601,-116.9993
520,ca,merced,19,95340,37.3754,-120.3802
521,ca,van nuys,19,91388,34.2,-118.47
522,ca,venice,19,90291,33.9942,-118.4637
523,co,englewood,19,80110,39.6493,-105.0112
524,ct,bristol,19,06010,41.6814,-72.9405
525,ct,wallingford,19,06492,41.4566,-72.8103
526,fl,holiday,19,34690,28.1913,-82.7241
527,fl,lake wales,19,33853,27.9026,-81.5846
528,fl,longwood,19,32750,28.7064,-81.3431
529,fl,north port,19,34286,27.0991,-82.1386
530,fl,ormond beach,19,32173,29.2856,-81.0563
531,fl,panama city,19,32401,30.1614,-85.6688
532,fl,winter haven,19,33880,27.9826,-81.7709
533,ga,gainesville,19,30501,34.3136,-83.8106
534,ga,kennesaw,19,30144,34.0333,-84.5977
535,ia,sioux city,19,51101,42.4916,-96.3994
536,ia,sioux city,1,51101,42.4916,-96.3994
537,il,aurora,19,60502,41.7877,-88.2637
538,il,peoria,19,61601,40.6937,-89.5887
539,mt,helena,19,59601,46.5290,-112.1225
540,nh,dover,19,03820,43.1870,-70.8945
541,nv,north las vegas,19,89030,36.2142,-115.1293
542,ok,owasso,19,74055,36.2712,-95.8214
543,pa,downingtown,19,19335,40.0312,-75.7210
544,sc,florence,19,29501,34.2134,-79.8206
545,tn,jackson,19,38301,35.5875,-88.8591
546,tn,kingsport,19,37660,36.5134,-82.5536
547,tx,san angelo,19,76901,31.5470,-100.5609
548,wa,lakewood,19,98439,47.1287,-122.5224
549,wa,longview,19,98632,46.1922,-123.0542
550,wy,casper,19,82601,43.0662,-106.3940
